python_time,esp32_hw_time,sensor_name,ax,ay,az,gx,gy,gz,mx,my,mz,q0,q1,q2,q3,quat_roll,quat_pitch,quat_yaw,is_paused_flag
2026-05-29 14:15:03.870,3709214,L_Ankle,-1.004,-0.0168,0.0884,-0.39,-0.65,-1.12,58.24,-3.47,20.17,0.735893,0.084567,0.666341,-0.08536,0.0,0.0,0.0,0
2026-05-29 14:15:03.871,2756302,R_Ankle,-1.0016,-0.0547,0.0459,0.98,-1.93,0.06,19.89,16.17,26.71,-0.703207,-0.039491,-0.709738,0.012787,0.0,0.0,0.0,0
2026-05-29 14:15:03.872,3709224,L_Ankle,-1.004,-0.0056,0.0807,-0.4,-0.64,-1.12,58.42,-3.3,20.68,0.735862,0.084536,0.666341,-0.085391,0.0,0.0,0.0,0
2026-05-29 14:15:03.873,2756312,R_Ankle,-1.0061,-0.0616,0.0583,0.98,-1.93,0.04,0.0,0.0,0.0,-0.703238,-0.039491,-0.709708,0.012818,0.0,0.0,0.0,0
2026-05-29 14:15:03.874,3709234,L_Ankle,-1.0044,-0.0144,0.0831,-0.4,-0.66,-1.12,0.0,0.0,0.0,0.735893,0.084536,0.666311,-0.08536,0.0,0.0,0.0,0
2026-05-29 14:15:03.876,3709244,L_Ankle,-1.004,-0.0114,0.0875,-0.4,-0.65,-1.12,58.58,-3.12,20.18,0.735893,0.084567,0.666311,-0.08536,0.0,0.0,0.0,0
2026-05-29 14:15:03.878,3709216,L_Shank,-0.7536,-0.0141,0.648,2.83,-0.68,-0.47,47.35,8.32,-6.75,0.898953,-0.100772,0.361675,0.225501,0.0,0.0,0.0,0
2026-05-29 14:15:03.880,3709226,L_Shank,-0.7448,0.0054,0.6067,2.75,-0.45,-0.65,0.0,0.0,0.0,0.89874,-0.100864,0.36198,0.225837,0.0,0.0,0.0,0
2026-05-29 14:15:03.882,3709236,L_Shank,-0.7839,0.0191,0.5871,2.63,-0.48,-0.8,48.74,9.67,-5.85,0.898556,-0.101047,0.362255,0.226081,0.0,0.0,0.0,0
2026-05-29 14:15:03.884,3709246,L_Shank,-0.7609,0.0333,0.6015,2.22,-0.86,-0.96,47.69,8.99,-6.14,0.898434,-0.10126,0.362377,0.226295,0.0,0.0,0.0,0
